ID,Group,f__AKAU3564_sediment_group,f__Desulfuromonadaceae,g__Citrifermentans,g__Geobacter,o__Dehalococcoidales
SS195,1,0,4.445059,0,5.522408,0
SS194,1,4.380844,5.621374,3.681964,5.113221,4.318689
SS193,1,4.663852,4.517724,4.061829,5.356563,4.79647
SS543,1,5.291271,4.923296,3.844166,4.844117,3.844166
SS541,1,4.86265,0,0,3.737749,0
SS542,1,4.467075,4.960889,0,0,0
SS192,1,3.695569,4.172603,4.172603,4.665506,0
SS191,1,3.70535,4.374327,4.228221,5.0411,4.00638
SS190,1,0,0,4.194015,0,0
SS189,1,4.07133,0,0,0,0
SS188,1,4.04454,4.380302,4.909797,5.406218,3.567497
SS187,1,4.910347,0,4.958119,4.958119,4.356064
SS186,1,4.99535,0,4.202978,5.695715,4.349103
SS185,1,4.772798,4.235705,5.349619,5.132692,3.980458
SS184,1,0,5.400398,0,4.430381,3.652343
SS312,1,0,0,0,4.141073,0
SS313,1,0,0,4.697003,4.060207,0
SS314,1,4.635795,0,0,4.369531,3.95458
SS315,1,0,0,0,5.137269,4.068594
SS171,1,4.243732,0,0,5.037654,4.134591
SS172,1,3.823735,0,5.090829,5.217234,4.124732
SS173,1,4.305803,0,5.077869,5.260036,4.226626
SS174,1,4.018284,0,4.562317,5.304551,3.93912
SS175,1,0,0,0,0,0
SS176,1,3.557868,0,5.062894,0,0
SS177,1,0,0,4.886806,5.12257,3.73054
SS178,1,3.547775,0,5.336584,5.267868,3.547775
SS179,1,0,0,0,0,0
SS180,1,0,0,0,4.598539,4.276324
SS181,1,0,0,4.610809,4.504349,3.726238
SS182,1,0,0,4.974369,5.353951,0
SS183,1,3.536306,4.381314,5.034504,4.740315,4.276577
SS293,1,0,4.776752,4.281919,5.050905,0
SS294,1,0,0,0,0,3.964401
SS316,1,4.224326,0,0,0,4.127429
SS295,1,4.537277,3.713407,4.76772,5.545866,4.277655
SS297,1,3.7751,4.712894,0,0,0
SS298,1,0,0,0,4.103085,3.73512
SS320,1,0,0,0,3.973405,0
SS321,1,0,0,0,0,0
SS299,1,0,0,0,0,0
SS300,1,0,0,0,0,0
SS301,1,0,0,0,0,0
SS302,1,0,0,0,0,0
SS303,1,5.066456,0,5.88657,5.053685,4.13072
SS304,1,0,0,0,0,0
SS305,1,0,0,0,0,0
SS306,1,0,0,0,5.174737,3.743431
SS307,1,4.580743,0,0,5.22626,3.904066
SS308,1,4.450711,0,5.447578,5.387349,4.345981
SS309,1,0,0,0,3.895975,0
SS310,1,3.737193,0,0,0,0
SS311,1,4.218746,0,4.859697,4.616665,3.917716
SS317,1,4.550925,0,0,0,4.851949
SS318,1,4.11227,0,5.18094,4.835329,3.869232
SS319,1,0,0,4.848854,5.161161,4.310481
SS322,1,3.810434,0,0,0,0
SS323,1,0,4.118033,3.993127,0,4.537164
SS324,0,0,0,0,0,0
SS273,1,3.762078,5.617289,4.398808,4.239124,3.983852
SS274,1,3.959375,5.234269,5.11061,5.35145,0
SS275,1,0,4.71163,4.410609,0,0
SS363,1,0,4.799871,4.657763,0,0
SS276,1,0,0,4.68906,0,0
SS277,1,0,4.548107,0,0,0
SS278,1,0,4.329865,5.17494,4.362049,0
SS279,1,0,0,0,0,0
SS280,1,0,4.265926,0,0,0
SS281,1,0,0,0,0,3.717671
SS282,1,0,4.328563,0,0,3.515741
SS283,1,0,4.859727,0,0,0
SS284,1,0,0,0,0,3.868351
SS285,1,0,4.919841,3.870696,0,0
SS286,1,3.908163,4.589391,5.035246,4.4133,0
SS287,1,0,0,0,0,0
SS288,1,0,5.028547,4.176641,3.523486,0
SS289,1,0,0,0,3.575765,3.973636
SS290,1,0,0,0,0,0
SS291,1,0,0,4.47586,0,3.89614
SS292,1,0,0,5.395118,0,4.39224
SS266,1,5.564266,5.133606,0,4.692697,4.408715
SS264,1,5.213823,5.495908,4.933482,5.312846,3.999
SS263,1,5.2711,5.292498,5.060796,4.908935,4.47959
SS262,1,5.175106,5.169275,4.856348,4.844117,4.254306
SS261,1,3.863442,5.43161,5.039501,4.89482,0
SS341,0,0,3.885418,0,4.990889,0
SS340,0,0,0,0,4.730387,0
