ID	Group	f__AKAU3564_sediment_group	f__Desulfuromonadaceae	g__Citrifermentans	g__Geobacter	o__Dehalococcoidales
SS195	1	0	0.027864	0	0.332971	0
SS194	1	0.024034	0.418189	0.004807	0.129783	0.020829
SS193	1	0.046115	0.032939	0.011529	0.22728	0.062584
SS543	1	0.195555	0.083809	0.006984	0.069841	0.006984
SS541	1	0.072886	0	0	0.005466	0
SS542	1	0.029313	0.091387	0	0	0
SS192	1	0.00496	0.014879	0.014879	0.046291	0
SS191	1	0.005073	0.023676	0.016912	0.109925	0.010147
SS190	1	0	0	0.015631	0	0
SS189	1	0.011784	0	0	0	0
SS188	1	0.011079	0.024004	0.081244	0.25481	0.003693
SS187	1	0.081347	0	0.090806	0.090806	0.022701
SS186	1	0.098934	0	0.015957	0.496266	0.02234
SS185	1	0.059264	0.017206	0.223675	0.135734	0.009559
SS184	1	0	0.251418	0	0.026938	0.00449
SS312	1	0	0	0	0.013837	0
SS313	1	0	0	0.049773	0.011486	0
SS314	1	0.04323	0	0	0.023416	0.009006
SS315	1	0	0	0	0.137172	0.01171
SS171	1	0.017527	0	0	0.109056	0.013632
SS172	1	0.006663	0	0.123261	0.164904	0.013326
SS173	1	0.02022	0	0.119637	0.181984	0.01685
SS174	1	0.010429	0	0.036501	0.201627	0.008691
SS175	1	0	0	0	0	0
SS176	1	0.003612	0	0.115582	0	0
SS177	1	0	0	0.077055	0.132607	0.005376
SS178	1	0.003529	0	0.217061	0.185296	0.003529
SS179	1	0	0	0	0	0
SS180	1	0	0	0	0.039676	0.018893
SS181	1	0	0	0.040813	0.03194	0.005323
SS182	1	0	0	0.094268	0.225917	0
SS183	1	0.003437	0.02406	0.108268	0.054993	0.018904
SS293	1	0	0.059806	0.019138	0.112435	0
SS294	1	0	0	0	0	0.009212
SS316	1	0.016761	0	0	0	0.013409
SS295	1	0.034456	0.005168	0.058575	0.351451	0.018951
SS297	1	0.005957	0.051628	0	0	0
SS298	1	0	0	0	0.012678	0.005433
SS320	1	0	0	0	0.009405	0
SS321	1	0	0	0	0	0
