ID,Group,f__AKAU3564_sediment_group,f__Desulfuromonadaceae,g__Citrifermentans,g__Geobacter,o__Dehalococcoidales
SS205,1,2.303196057,3.431524584,0,0,0
SS204,1,3.079543007,4.472771072,3.38039216,2.845718018,0
SS203,0,0,0,0,2.699837726,2.778874472
SS202,1,0,0,0,0,0
SS201,1,4.107243898,0,3.230704314,3.875119165,3.531606632
SS200,1,2.303196057,0,0,0,0
SS199,1,0,0,0,3.633569443,0
SS198,1,0,0,0,0,0
SS197,1,2.954724791,0,0,3.079543007,0
SS196,1,3.000434077,3.079543007,3.770925615,4.471306383,3.755951041
SS195,1,0,3.301247089,0,4.378416072,0
SS194,1,3.176380692,4.416657147,2.478566496,3.908538632,3.114277297
SS193,1,3.447313109,3.301247089,2.845718018,4.139910556,3.57989787
SS543,1,4.049256797,3.681331706,2.603144373,3.602168551,2.603144373
SS541,1,3.602168551,0,0,2.478566496,0
SS542,1,3.230704314,3.724357804,0,0,0
SS192,1,2.478566496,2.954724791,2.954724791,3.447313109,0
SS191,1,2.478566496,3.146438135,3.000434077,3.812980166,2.778874472
SS190,1,0,0,2.954724791,0,0
SS189,1,2.845718018,0,0,0,0
SS188,1,2.778874472,3.114277297,3.643551369,4.139910556,2.303196057
SS187,1,3.633569443,0,3.681331706,3.681331706,3.079543007
SS186,1,3.792461731,0,3.000434077,4.492774353,3.146438135
SS185,1,3.491501766,2.954724791,4.068222979,3.851319513,2.699837726
SS184,1,0,4.225335132,0,3.255513713,2.478566496
SS312,1,0,0,0,2.903632516,0
SS313,1,0,0,3.415140352,2.778874472,0
SS314,1,3.38039216,0,0,3.114277297,2.699837726
SS315,1,0,0,0,3.913866812,2.845718018
SS171,1,2.954724791,0,0,3.748265573,2.845718018
SS172,1,2.603144373,0,3.869290404,3.995679061,2.903632516
SS173,1,3.079543007,0,3.851319513,4.033463966,3.000434077
SS174,1,2.778874472,0,3.322426052,4.064495427,2.699837726
SS175,1,0,0,0,0,0
SS176,1,2.303196057,0,3.806247827,0,0
SS177,1,0,0,3.633569443,3.869290404,2.478566496
SS178,1,2.303196057,0,4.089940418,4.021230658,2.303196057
SS179,1,0,0,0,0,0
SS180,1,0,0,0,3.322426052,3.000434077
SS181,1,0,0,3.361916619,3.255513713,2.478566496
SS182,1,0,0,3.763502865,4.143046043,0
SS183,1,2.303196057,3.146438135,3.79940948,3.505285674,3.041787319
SS293,1,0,3.398113692,2.903632516,3.672190251,0
SS294,1,0,0,0,0,2.778874472
SS316,1,3.000434077,0,0,0,2.903632516
SS295,1,3.301247089,2.478566496,3.531606632,4.309651456,3.041787319
SS297,1,2.478566496,3.415140352,0,0,0
SS298,1,0,0,0,2.845718018,2.478566496
SS320,1,0,0,0,2.699837726,0
SS321,1,0,0,0,0,0
SS299,1,0,0,0,0,0
SS300,1,0,0,0,0,0
SS301,1,0,0,0,0,0
SS302,1,0,0,0,0,0
SS303,1,3.838912027,0,4.658974367,3.826139618,2.903632516
SS304,1,0,0,0,0,0
SS305,1,0,0,0,0,0
SS306,1,0,0,0,3.908538632,2.478566496
SS307,1,3.278982117,0,0,3.924330985,2.603144373
SS308,1,3.146438135,0,4.143046043,4.082821261,3.041787319
SS309,1,0,0,0,2.699837726,0
SS310,1,2.478566496,0,0,0,0
SS311,1,2.903632516,0,3.544192111,3.301247089,2.603144373
SS317,1,3.361916619,0,0,0,3.662852233
SS318,1,2.845718018,0,3.913866812,3.568319085,2.603144373
SS319,1,0,0,3.57989787,3.892150278,3.041787319
SS322,1,2.603144373,0,0,0,0
SS323,1,0,2.903632516,2.778874472,0,3.322426052
SS324,0,0,0,0,0,0
SS273,1,2.478566496,4.332458659,3.114277297,2.954724791,2.699837726
SS274,1,2.778874472,4.053116875,3.929470016,4.170291059,0
SS275,1,0,3.505285674,3.204391332,0,0
SS363,1,0,3.633569443,3.491501766,0,0
SS276,1,0,0,3.518645524,0,0
SS277,1,0,3.361916619,0,0,0
SS278,1,0,3.114277297,3.959089114,3.146438135,0
SS279,1,0,0,0,0,0
SS280,1,0,3.079543007,0,0,0
SS281,1,0,0,0,0,2.478566496
SS282,1,0,3.114277297,0,0,2.303196057
SS283,1,0,3.653309013,0,0,0
SS284,1,0,0,0,0,2.603144373
SS285,1,0,3.748265573,2.699837726,0,0
SS286,1,2.699837726,3.38039216,3.826139618,3.204391332,0
SS287,1,0,0,0,0,0
SS288,1,0,3.806247827,2.954724791,2.303196057,0
SS289,1,0,0,0,2.303196057,2.699837726
SS290,1,0,0,0,0,0
SS291,1,0,0,3.278982117,0,2.699837726
SS292,1,0,0,4.179005708,0,3.176380692
SS266,1,4.269536293,3.838912027,0,3.398113692,3.114277297
SS264,1,3.913866812,4.195927314,3.633569443,4.012879387,2.699837726
SS263,1,3.995679061,4.017075096,3.785401025,3.633569443,3.204391332
SS262,1,3.875119165,3.869290404,3.556423121,3.544192111,2.954724791
SS261,1,2.603144373,4.170291059,3.778223627,3.633569443,0
SS341,0,0,2.603144373,0,3.707655324,0
SS340,0,0,0,0,3.462547729,0
SS339,0,0,0,0,0,0
SS338,0,0,0,0,0,0
